series_id,series_name,bls_geo_id
APU0000703431,"Short ribs, any primal source, bone-in, per lb. (453.6 gm) in U.S. city average, average price, not seasonally adjusted",0000
APU0000703432,"Beef for stew, boneless, per lb. (453.6 gm) in U.S. city average, average price, not seasonally adjusted",0000
APU0000703511,"Steak, round, USDA Choice, boneless, per lb. (453.6 gm) in U.S. city average, average price, not seasonally adjusted",0000
APU0000703512,"Steak, round, graded and ungraded, excluding USDA Prime and Choice, per lb. (453.6 gm) in U.S. city average, average price, not seasonally adjusted",0000
APU0000703611,"Steak, sirloin, USDA Choice, bone-in, per lb. (453.6 gm) in U.S. city average, average price, not seasonally adjusted",0000
APU0000703612,"Steak, sirloin, graded and ungraded, excluding USDA Prime and Choice, per lb. (453.6 gm) in U.S. city average, average price, not seasonally adjusted",0000
APU0000703613,"Steak, sirloin, USDA Choice, boneless, per lb. (453.6 gm) in U.S. city average, average price, not seasonally adjusted",0000
APU0000704111,"Bacon, sliced, per lb. (453.6 gm) in U.S. city average, average price, not seasonally adjusted",0000
APU0000704211,"Chops, center cut, bone-in, per lb. (453.6 gm) in U.S. city average, average price, not seasonally adjusted",0000
APU0000704212,"Chops, boneless, per lb. (453.6 gm) in U.S. city average, average price, not seasonally adjusted",0000
APU0000704311,"Ham, rump or shank half, bone-in, smoked,per lb. (453.6 gm) in U.S. city average, average price, not seasonally adjusted",0000
APU0000704312,"Ham, boneless, excluding canned, per lb. (453.6 gm) in U.S. city average, average price, not seasonally adjusted",0000
APU0000704313,"Ham, rump portion, bone-in, smoked (cost per pound/453.6 grams) in U.S. city average, average price, not seasonally adjusted",0000
APU0000704314,"Ham, shank portion, bone-in, smoked (cost per pound/453.6 grams) in U.S. city average, average price, not seasonally adjusted",0000
APU0000704321,"Ham, canned, 3 or 5 lbs, per lb. (453.6 gm) in U.S. city average, average price, not seasonally adjusted",0000
APU0000704411,"Pork shoulder roast, blade boston, bone-in (cost per pound/453.6 grams) in U.S. city average, average price, not seasonally adjusted",0000
APU0000704412,"Pork sirloin roast, bone-in (cost per pound/453.6 grams) in U.S. city average, average price, not seasonally adjusted",0000
APU0000704413,"Shoulder picnic, bone-in, smoked, per lb. (453.6 gm) in U.S. city average, average price, not seasonally adjusted",0000
APU0000704421,"Sausage, fresh, loose, per lb. (453.6 gm) in U.S. city average, average price, not seasonally adjusted",0000
APU0000705111,"Frankfurters, all meat or all beef, per lb. (453.6 gm) in U.S. city average, average price, not seasonally adjusted",0000
APU0000705121,"Bologna, all beef or mixed, per lb. (453.6 gm) in U.S. city average, average price, not seasonally adjusted",0000
APU0000705141,"Beef liver (cost per pound/453.6 grams) in U.S. city average, average price, not seasonally adjusted",0000
APU0000705142,"Lamb and mutton, bone-in, per lb. (453.6 gm) in U.S. city average, average price, not seasonally adjusted",0000
APU0000706111,"Chicken, fresh, whole, per lb. (453.6 gm) in U.S. city average, average price, not seasonally adjusted",0000
APU0000706211,"Chicken breast, bone-in, per lb. (453.6 gm) in U.S. city average, average price, not seasonally adjusted",0000
APU0000706212,"Chicken legs, bone-in, per lb. (453.6 gm) in U.S. city average, average price, not seasonally adjusted",0000
APU0000706311,"Turkey, frozen, whole, per lb. (453.6 gm) in U.S. city average, average price, not seasonally adjusted",0000
APU0000707111,"Tuna, light, chunk, per lb. (453.6 gm) in U.S. city average, average price, not seasonally adjusted",0000
APU0000708111,"Eggs, grade A, large, per doz. in U.S. city average, average price, not seasonally adjusted",0000
APU0000708112,"Eggs, grade AA, large, per doz. in U.S. city average, average price, not seasonally adjusted",0000
APU0000709111,"Milk, fresh, whole, fortified, per 1/2 gal. (1.9 lit) in U.S. city average, average price, not seasonally adjusted",0000
APU0000709112,"Milk, fresh, whole, fortified, per gal. (3.8 lit) in U.S. city average, average price, not seasonally adjusted",0000
APU0000709211,"Milk, fresh, skim (cost per one-half gallon/1.9 liters) in U.S. city average, average price, not seasonally adjusted",0000
APU0000709212,"Milk, fresh, low fat, per 1/2 gal. (1.9 lit) in U.S. city average, average price, not seasonally adjusted",0000
APU0000709213,"Milk, fresh, low fat, per gal. (3.8 lit) in U.S. city average, average price, not seasonally adjusted",0000
APU0000710111,"Butter, salted, grade AA, stick, per lb. (453.6 gm) in U.S. city average, average price, not seasonally adjusted",0000
APU0000710122,"Yogurt, natural, fruit flavored, per 8 oz. (226.8 gm) in U.S. city average, average price, not seasonally adjusted",0000
APU0000710211,"American processed cheese, per lb. (453.6 gm) in U.S. city average, average price, not seasonally adjusted",0000
APU0000710212,"Cheddar cheese, natural, per lb. (453.6 gm) in U.S. city average, average price, not seasonally adjusted",0000
APU0000710411,"Ice cream, prepackaged, bulk, regular, per 1/2 gal. (1.9 lit) in U.S. city average, average price, not seasonally adjusted",0000
APU0000711111,"Apples, Red Delicious, per lb. (453.6 gm) in U.S. city average, average price, not seasonally adjusted",0000
APU0000711211,"Bananas, per lb. (453.6 gm) in U.S. city average, average price, not seasonally adjusted",0000
APU0000711311,"Oranges, Navel, per lb. (453.6 gm) in U.S. city average, average price, not seasonally adjusted",0000
APU0000711312,"Oranges, Valencia, per lb. (453.6 gm) in U.S. city average, average price, not seasonally adjusted",0000
APU0000711411,"Grapefruit, per lb. (453.6 gm) in U.S. city average, average price, not seasonally adjusted",0000
APU0000711412,"Lemons, per lb. (453.6 gm) in U.S. city average, average price, not seasonally adjusted",0000
APU0000711413,"Pears, Anjou, per lb. (453.6 gm) in U.S. city average, average price, not seasonally adjusted",0000
APU0000711414,"Peaches, per lb. (453.6 gm) in U.S. city average, average price, not seasonally adjusted",0000
APU0000711415,"Strawberries, dry pint, per 12 oz. (340.2 gm) in U.S. city average, average price, not seasonally adjusted",0000
APU0000711416,"Grapes, Emperor or Tokay (cost per pound/453.6 grams) in U.S. city average, average price, not seasonally adjusted",0000
APU0000711417,"Grapes, Thompson Seedless, per lb. (453.6 gm) in U.S. city average, average price, not seasonally adjusted",0000
APU0000711418,"Cherries, per lb. (453.6 gm) in U.S. city average, average price, not seasonally adjusted",0000
APU0000712111,"Potatoes, white (cost per pound/453.6 grams) in U.S. city average, average price, not seasonally adjusted",0000
APU0000712112,"Potatoes, white, per lb. (453.6 gm) in U.S. city average, average price, not seasonally adjusted",0000
APU0000712211,"Lettuce, iceberg, per lb. (453.6 gm) in U.S. city average, average price, not seasonally adjusted",0000
APU0000712311,"Tomatoes, field grown, per lb. (453.6 gm) in U.S. city average, average price, not seasonally adjusted",0000
APU0000712401,"Cabbage, per lb. (453.6 gm) in U.S. city average, average price, not seasonally adjusted",0000
APU0000712402,"Celery, per lb. (453.6 gm) in U.S. city average, average price, not seasonally adjusted",0000
APU0000712403,"Carrots, short trimmed and topped, per lb. (453.6 gm) in U.S. city average, average price, not seasonally adjusted",0000
APU0000712404,"Onions, dry yellow, per lb. (453.6 gm) in U.S. city average, average price, not seasonally adjusted",0000
APU0000712405,"Onions, green scallions (cost per pound/453.6 grams) in U.S. city average, average price, not seasonally adjusted",0000
APU0000712406,"Peppers, sweet, per lb. (453.6 gm) in U.S. city average, average price, not seasonally adjusted",0000
APU0000712407,"Corn on the cob, per lb. (453.6 gm) in U.S. city average, average price, not seasonally adjusted",0000
APU0000712408,"Radishes (cost per pound/453.6 grams) in U.S. city average, average price, not seasonally adjusted",0000
APU0000712409,"Cucumbers, per lb. (453.6 gm) in U.S. city average, average price, not seasonally adjusted",0000
APU0000712410,"Beans, green, snap (cost per pound/453.6 grams) in U.S. city average, average price, not seasonally adjusted",0000
APU0000712411,"Mushrooms (cost per pound/453.6 grams) in U.S. city average, average price, not seasonally adjusted",0000
APU0000712412,"Broccoli, per lb. (453.6 gm) in U.S. city average, average price, not seasonally adjusted",0000
APU0000713111,"Orange juice, frozen concentrate, 12 oz. can, per 16 oz. (473.2 ml) in U.S. city average, average price, not seasonally adjusted",0000
APU0000713311,"Apple Sauce, any variety, all sizes, per lb. (453.6 gm) in U.S. city average, average price, not seasonally adjusted",0000
APU0000713312,"Peaches, any variety, all sizes, per lb. (453.6 gm) in U.S. city average, average price, not seasonally adjusted",0000
APU0000714111,"Potatoes, frozen, French fried, per lb. (453.6 gm) in U.S. city average, average price, not seasonally adjusted",0000
APU0000714221,"Corn, canned, any style, all sizes, per lb. (453.6 gm) in U.S. city average, average price, not seasonally adjusted",0000
APU0000714231,"Tomatoes, canned, whole, per lb. (453.6 gm) in U.S. city average, average price, not seasonally adjusted",0000
APU0000714232,"Tomatoes, canned, any type, all sizes,  per lb. (453.6 gm) in U.S. city average, average price, not seasonally adjusted",0000
APU0000714233,"Beans, dried, any type, all sizes, per lb. (453.6 gm) in U.S. city average, average price, not seasonally adjusted",0000
APU0000715111,"Hard candy, solid (cost per pound/453.6 grams) in U.S. city average, average price, not seasonally adjusted",0000
APU0000715211,"Sugar, white, all sizes, per lb. (453.6 gm) in U.S. city average, average price, not seasonally adjusted",0000
APU0000715212,"Sugar, white, 33-80 oz. pkg, per lb. (453.6 gm) in U.S. city average, average price, not seasonally adjusted",0000
APU0000715311,"Jelly (cost per pound/453.6 grams) in U.S. city average, average price, not seasonally adjusted",0000
APU0000716111,"Margarine, vegetable oil blends, stick (cost per pound/453.6 grams) in U.S. city average, average price, not seasonally adjusted",0000
APU0000716113,"Margarine, vegetable oil blends, soft, tubs (cost per pound/453.6 grams) in U.S. city average, average price, not seasonally adjusted",0000
APU0000716114,"Margarine, stick, per lb. (453.6 gm) in U.S. city average, average price, not seasonally adjusted",0000
APU0000716116,"Margarine, soft, tubs, per lb. (453.6 gm) in U.S. city average, average price, not seasonally adjusted",0000
APU0000716121,"Shortening, vegetable oil blends, per lb. (453.6 gm) in U.S. city average, average price, not seasonally adjusted",0000
APU0000716141,"Peanut butter, creamy, all sizes, per lb. (453.6 gm) in U.S. city average, average price, not seasonally adjusted",0000
APU0000717111,"Cola, non-diet, return bottles, 6 or 8 pack (cost per 16 ounces/473.2 ml) in U.S. city average, average price, not seasonally adjusted",0000
APU0000717112,"Cola, non diet, return bottles, 24-40 ounce (cost per 16 ounces/473.2 ml) in U.S. city average, average price, not seasonally adjusted",0000
APU0000717113,"Cola, nondiet, cans, 72 oz. 6 pk., per 16 oz. (473.2 ml) in U.S. city average, average price, not seasonally adjusted",0000
APU0000717114,"Cola, nondiet, per 2 liters (67.6 oz) in U.S. city average, average price, not seasonally adjusted",0000
APU0000717311,"Coffee, 100%, ground roast, all sizes, per lb. (453.6 gm) in U.S. city average, average price, not seasonally adjusted",0000
APU0000717312,"Coffee, 100%, ground roast, 13.1-20 oz. can, per lb. (453.6 gm) in U.S. city average, average price, not seasonally adjusted",0000
APU0000717324,"Coffee, instant, plain, regular, 6.1-14 ounce (cost per 16 ounces/453.6 grams) in U.S. city average, average price, not seasonally adjusted",0000
APU0000717325,"Coffee, freeze dried, regular, all sizes (cost per 16 ounces/453.6 grams) in U.S. city average, average price, not seasonally adjusted",0000
APU0000717326,"Coffee, freeze dried, decaf., all sizes (cost per 16 ounces/453.6 grams) in U.S. city average, average price, not seasonally adjusted",0000
APU0000717327,"Coffee, instant, plain, regular, all sizes, per lb. (453.6 gm) in U.S. city average, average price, not seasonally adjusted",0000
APU0000717411,"Coffee, instant, plain, 9.1-14 ounce (cost per 16 ounces/453.6 grams) in U.S. city average, average price, not seasonally adjusted",0000
APU0000717412,"Coffee, instant, plain, 3.1-6 ounce (cost per 16 ounces/453.6 grams) in U.S. city average, average price, not seasonally adjusted",0000
APU0000717413,"Coffee, freeze dried, plain, 3.1-9 ounce (cost per 16 ounces/453.6 grams) in U.S. city average, average price, not seasonally adjusted",0000
APU0000718311,"Potato chips, per 16 oz. in U.S. city average, average price, not seasonally adjusted",0000
APU0000718631,"Pork and beans, canned (cost per 16 ounces/453.6 grams) in U.S. city average, average price, not seasonally adjusted",0000
APU0000720111,"Malt beverages, all types, all sizes, any origin, per 16 oz. (473.2 ml) in U.S. city average, average price, not seasonally adjusted",0000
APU0000720211,"Bourbon whiskey, 375 ml-1.75 liter (cost per 25.4 ounces/750 ml) in U.S. city average, average price, not seasonally adjusted",0000
APU0000720221,"Vodka, domestic, 375 ml-1.75 liter (cost per 25.4 ounces/750 ml) in U.S. city average, average price, not seasonally adjusted",0000
APU0000720222,"Vodka, all types, all sizes, any origin, per 1 liter (33.8 oz) in U.S. city average, average price, not seasonally adjusted",0000
APU0000720311,"Wine, red and white table, all sizes, any origin, per 1 liter (33.8 oz) in U.S. city average, average price, not seasonally adjusted",0000
APU000072511,"Fuel oil #2 per gallon (3.785 liters) in U.S. city average, average price, not seasonally adjusted",0000
APU000072601,"Utility (piped) gas - 40 therms in U.S. city average, average price, not seasonally adjusted",0000
APU000072610,"Electricity per KWH in U.S. city average, average price, not seasonally adjusted",0000
APU000072611,"Utility (piped) gas - 100 therms in U.S. city average, average price, not seasonally adjusted",0000
APU000072620,"Utility (piped) gas per therm in U.S. city average, average price, not seasonally adjusted",0000
APU000072621,"Electricity per 500 KWH in U.S. city average, average price, not seasonally adjusted",0000
APU000074712,"Gasoline, leaded regular (cost per gallon/3.8 liters) in U.S. city average, average price, not seasonally adjusted",0000
APU000074713,"Gasoline, leaded premium (cost per gallon/3.8 liters) in U.S. city average, average price, not seasonally adjusted",0000
APU000074714,"Gasoline, unleaded regular, per gallon/3.785 liters in U.S. city average, average price, not seasonally adjusted",0000
APU000074715,"Gasoline, unleaded midgrade, per gallon/3.785 liters in U.S. city average, average price, not seasonally adjusted",0000
APU000074716,"Gasoline, unleaded premium, per gallon/3.785 liters in U.S. city average, average price, not seasonally adjusted",0000
APU000074717,"Automotive diesel fuel, per gallon/3.785 liters in U.S. city average, average price, not seasonally adjusted",0000
APU00007471A,"Gasoline, all types, per gallon/3.785 liters in U.S. city average, average price, not seasonally adjusted",0000
APU0000FC1101,"All uncooked ground beef, per lb. (453.6 gm) in U.S. city average, average price, not seasonally adjusted",0000
APU0000FC2101,"All Uncooked Beef Roasts, per lb. (453.6 gm) in U.S. city average, average price, not seasonally adjusted",0000
APU0000FC3101,"All Uncooked Beef Steaks, per lb. (453.6 gm) in U.S. city average, average price, not seasonally adjusted",0000
APU0000FC4101,"All Uncooked Other Beef (Excluding Veal), per lb. (453.6 gm) in U.S. city average, average price, not seasonally adjusted",0000
APU0000FD2101,"All Ham (Excluding Canned Ham and Luncheon Slices), per lb. (453.6 gm) in U.S. city average, average price, not seasonally adjusted",0000
APU0000FD3101,"All Pork Chops, per lb. (453.6 gm) in U.S. city average, average price, not seasonally adjusted",0000
APU0000FD4101,"All Other Pork (Excluding Canned Ham and Luncheon Slices), per lb. (453.6 gm) in U.S. city average, average price, not seasonally adjusted",0000
APU0000FF1101,"Chicken breast, boneless, per lb. (453.6 gm) in U.S. city average, average price, not seasonally adjusted",0000
APU0000FJ1101,"Milk, fresh, low-fat, reduced fat, skim, per gal. (3.8 lit) in U.S. city average, average price, not seasonally adjusted",0000
APU0000FJ4101,"Yogurt, per 8 oz. (226.8 gm) in U.S. city average, average price, not seasonally adjusted",0000
APU0000FL2101,"Lettuce, romaine, per lb. (453.6 gm) in U.S. city average, average price, not seasonally adjusted",0000
APU0000FN1101,"All soft drinks, per 2 liters (67.6 oz) in U.S. city average, average price, not seasonally adjusted",0000
APU0000FN1102,"All soft drinks, 12 pk, 12 oz., cans, per 12 oz. (354.9 ml) in U.S. city average, average price, not seasonally adjusted",0000
APU0000FS1101,"Butter, stick, per lb. (453.6 gm) in U.S. city average, average price, not seasonally adjusted",0000
APU0100701111,"Flour, white, all purpose, per lb. (453.6 gm) in Northeast urban, average price, not seasonally adjusted",0100
APU0100701311,"Rice, white, long grain, precooked (cost per pound/453.6 grams) in Northeast urban, average price, not seasonally adjusted",0100
APU0100701312,"Rice, white, long grain, uncooked, per lb. (453.6 gm) in Northeast urban, average price, not seasonally adjusted",0100
APU0100701321,"Spaghetti (cost per pound/453.6 grams) in Northeast urban, average price, not seasonally adjusted",0100
APU0100701322,"Spaghetti and macaroni, per lb. (453.6 gm) in Northeast urban, average price, not seasonally adjusted",0100
APU0100702111,"Bread, white, pan, per lb. (453.6 gm) in Northeast urban, average price, not seasonally adjusted",0100
APU0100702212,"Bread, whole wheat, pan, per lb. (453.6 gm) in Northeast urban, average price, not seasonally adjusted",0100
APU0100702221,"Rolls, hamburger (cost per pound/453.6 grams) in Northeast urban, average price, not seasonally adjusted",0100
APU0100702411,"Cupcakes, chocolate (cost per pound/453.6 grams) in Northeast urban, average price, not seasonally adjusted",0100
APU0100702421,"Cookies, chocolate chip, per lb. (453.6 gm) in Northeast urban, average price, not seasonally adjusted",0100
APU0100702611,"Crackers, soda, salted, per lb. (453.6 gm) in Northeast urban, average price, not seasonally adjusted",0100
APU0100703111,"Ground chuck, 100% beef, per lb. (453.6 gm) in Northeast urban, average price, not seasonally adjusted",0100
APU0100703112,"Ground beef, 100% beef, per lb. (453.6 gm) in Northeast urban, average price, not seasonally adjusted",0100
APU0100703113,"Ground beef, lean and extra lean, per lb. (453.6 gm) in Northeast urban, average price, not seasonally adjusted",0100
APU0100703211,"Chuck roast, USDA Choice, bone-in, per lb. (453.6 gm) in Northeast urban, average price, not seasonally adjusted",0100
APU0100703213,"Chuck roast, USDA Choice, boneless, per lb. (453.6 gm) in Northeast urban, average price, not seasonally adjusted",0100
APU0100703311,"Round roast, USDA Choice, boneless, per lb. (453.6 gm) in Northeast urban, average price, not seasonally adjusted",0100
APU0100703411,"Rib roast, USDA Choice, bone-in, per lb. (453.6 gm) in Northeast urban, average price, not seasonally adjusted",0100
APU0100703421,"Steak, chuck, U.S. choice, bone-in (cost per pound/453.6 grams) in Northeast urban, average price, not seasonally adjusted",0100
APU0100703422,"Steak, T-Bone, USDA Choice, bone-in, per lb. (453.6 gm) in Northeast urban, average price, not seasonally adjusted",0100
APU0100703423,"Steak, porterhouse, U.S. choice, bone-in (cost per pound/453.6 grams) in Northeast urban, average price, not seasonally adjusted",0100
APU0100703425,"Steak, rib eye, USDA Choice, boneless, per lb. (453.6 gm) in Northeast urban, average price, not seasonally adjusted",0100
APU0100703431,"Short ribs, any primal source, bone-in, per lb. (453.6 gm) in Northeast urban, average price, not seasonally adjusted",0100
APU0100703432,"Beef for stew, boneless, per lb. (453.6 gm) in Northeast urban, average price, not seasonally adjusted",0100
APU0100703511,"Steak, round, USDA Choice, boneless, per lb. (453.6 gm) in Northeast urban, average price, not seasonally adjusted",0100
APU0100703512,"Steak, round, graded and ungraded, excluding USDA Prime and Choice, per lb. (453.6 gm) in Northeast urban, average price, not seasonally adjusted",0100
APU0100703611,"Steak, sirloin, USDA Choice, bone-in, per lb. (453.6 gm) in Northeast urban, average price, not seasonally adjusted",0100
APU0100703612,"Steak, sirloin, graded and ungraded, excluding USDA Prime and Choice, per lb. (453.6 gm) in Northeast urban, average price, not seasonally adjusted",0100
APU0100703613,"Steak, sirloin, USDA Choice, boneless, per lb. (453.6 gm) in Northeast urban, average price, not seasonally adjusted",0100
APU0100704111,"Bacon, sliced, per lb. (453.6 gm) in Northeast urban, average price, not seasonally adjusted",0100
APU0100704211,"Chops, center cut, bone-in, per lb. (453.6 gm) in Northeast urban, average price, not seasonally adjusted",0100
APU0100704212,"Chops, boneless, per lb. (453.6 gm) in Northeast urban, average price, not seasonally adjusted",0100
APU0100704311,"Ham, rump or shank half, bone-in, smoked,per lb. (453.6 gm) in Northeast urban, average price, not seasonally adjusted",0100
APU0100704312,"Ham, boneless, excluding canned, per lb. (453.6 gm) in Northeast urban, average price, not seasonally adjusted",0100
APU0100704314,"Ham, shank portion, bone-in, smoked (cost per pound/453.6 grams) in Northeast urban, average price, not seasonally adjusted",0100
APU0100704321,"Ham, canned, 3 or 5 lbs, per lb. (453.6 gm) in Northeast urban, average price, not seasonally adjusted",0100
APU0100704413,"Shoulder picnic, bone-in, smoked, per lb. (453.6 gm) in Northeast urban, average price, not seasonally adjusted",0100
APU0100705111,"Frankfurters, all meat or all beef, per lb. (453.6 gm) in Northeast urban, average price, not seasonally adjusted",0100
APU0100705121,"Bologna, all beef or mixed, per lb. (453.6 gm) in Northeast urban, average price, not seasonally adjusted",0100
APU0100705141,"Beef liver (cost per pound/453.6 grams) in Northeast urban, average price, not seasonally adjusted",0100
APU0100706111,"Chicken, fresh, whole, per lb. (453.6 gm) in Northeast urban, average price, not seasonally adjusted",0100
APU0100706211,"Chicken breast, bone-in, per lb. (453.6 gm) in Northeast urban, average price, not seasonally adjusted",0100
APU0100706212,"Chicken legs, bone-in, per lb. (453.6 gm) in Northeast urban, average price, not seasonally adjusted",0100
APU0100706311,"Turkey, frozen, whole, per lb. (453.6 gm) in Northeast urban, average price, not seasonally adjusted",0100
APU0100707111,"Tuna, light, chunk, per lb. (453.6 gm) in Northeast urban, average price, not seasonally adjusted",0100
APU0100708111,"Eggs, grade A, large, per doz. in Northeast urban, average price, not seasonally adjusted",0100
APU0100709111,"Milk, fresh, whole, fortified, per 1/2 gal. (1.9 lit) in Northeast urban, average price, not seasonally adjusted",0100
APU0100709112,"Milk, fresh, whole, fortified, per gal. (3.8 lit) in Northeast urban, average price, not seasonally adjusted",0100
APU0100709211,"Milk, fresh, skim (cost per one-half gallon/1.9 liters) in Northeast urban, average price, not seasonally adjusted",0100
APU0100709212,"Milk, fresh, low fat, per 1/2 gal. (1.9 lit) in Northeast urban, average price, not seasonally adjusted",0100
APU0100710111,"Butter, salted, grade AA, stick, per lb. (453.6 gm) in Northeast urban, average price, not seasonally adjusted",0100
APU0100710122,"Yogurt, natural, fruit flavored, per 8 oz. (226.8 gm) in Northeast urban, average price, not seasonally adjusted",0100
APU0100710211,"American processed cheese, per lb. (453.6 gm) in Northeast urban, average price, not seasonally adjusted",0100
APU0100710212,"Cheddar cheese, natural, per lb. (453.6 gm) in Northeast urban, average price, not seasonally adjusted",0100
APU0100710411,"Ice cream, prepackaged, bulk, regular, per 1/2 gal. (1.9 lit) in Northeast urban, average price, not seasonally adjusted",0100
APU0100711111,"Apples, Red Delicious, per lb. (453.6 gm) in Northeast urban, average price, not seasonally adjusted",0100
APU0100711211,"Bananas, per lb. (453.6 gm) in Northeast urban, average price, not seasonally adjusted",0100
APU0100711311,"Oranges, Navel, per lb. (453.6 gm) in Northeast urban, average price, not seasonally adjusted",0100
APU0100711312,"Oranges, Valencia, per lb. (453.6 gm) in Northeast urban, average price, not seasonally adjusted",0100
APU0100711411,"Grapefruit, per lb. (453.6 gm) in Northeast urban, average price, not seasonally adjusted",0100
APU0100711412,"Lemons, per lb. (453.6 gm) in Northeast urban, average price, not seasonally adjusted",0100
APU0100711413,"Pears, Anjou, per lb. (453.6 gm) in Northeast urban, average price, not seasonally adjusted",0100
APU0100711414,"Peaches, per lb. (453.6 gm) in Northeast urban, average price, not seasonally adjusted",0100
APU0100711415,"Strawberries, dry pint, per 12 oz. (340.2 gm) in Northeast urban, average price, not seasonally adjusted",0100
APU0100711416,"Grapes, Emperor or Tokay (cost per pound/453.6 grams) in Northeast urban, average price, not seasonally adjusted",0100
APU0100711417,"Grapes, Thompson Seedless, per lb. (453.6 gm) in Northeast urban, average price, not seasonally adjusted",0100
APU0100711418,"Cherries, per lb. (453.6 gm) in Northeast urban, average price, not seasonally adjusted",0100
APU0100712111,"Potatoes, white (cost per pound/453.6 grams) in Northeast urban, average price, not seasonally adjusted",0100
APU0100712112,"Potatoes, white, per lb. (453.6 gm) in Northeast urban, average price, not seasonally adjusted",0100
APU0100712211,"Lettuce, iceberg, per lb. (453.6 gm) in Northeast urban, average price, not seasonally adjusted",0100
APU0100712311,"Tomatoes, field grown, per lb. (453.6 gm) in Northeast urban, average price, not seasonally adjusted",0100
APU0100712401,"Cabbage, per lb. (453.6 gm) in Northeast urban, average price, not seasonally adjusted",0100
APU0100712402,"Celery, per lb. (453.6 gm) in Northeast urban, average price, not seasonally adjusted",0100
APU0100712403,"Carrots, short trimmed and topped, per lb. (453.6 gm) in Northeast urban, average price, not seasonally adjusted",0100
APU0100712404,"Onions, dry yellow, per lb. (453.6 gm) in Northeast urban, average price, not seasonally adjusted",0100
APU0100712405,"Onions, green scallions (cost per pound/453.6 grams) in Northeast urban, average price, not seasonally adjusted",0100
APU0100712406,"Peppers, sweet, per lb. (453.6 gm) in Northeast urban, average price, not seasonally adjusted",0100
APU0100712407,"Corn on the cob, per lb. (453.6 gm) in Northeast urban, average price, not seasonally adjusted",0100
APU0100712408,"Radishes (cost per pound/453.6 grams) in Northeast urban, average price, not seasonally adjusted",0100
APU0100712409,"Cucumbers, per lb. (453.6 gm) in Northeast urban, average price, not seasonally adjusted",0100
